gene_id	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ENSG00000189253	0	0	0	0	0	0	0	0	0
ENSG00000189266	714	668	116	306	2135	0	356	130	58
ENSG00000189269	0	0	0	0	0	0	0	0	0
ENSG00000189275	0	0	0	0	0	0	0	0	0
ENSG00000189280	0	0	0	0	0	0	0	0	1
ENSG00000189283	0	0	14	5	0	0	0	0	0
ENSG00000189292	0	0	0	1	0	0	0	0	0
ENSG00000189295	0	0	0	0	0	0	0	0	0
ENSG00000189298	34.44	2.98	109.34	136.48	164.01	0	40.69	27.02	14.28
ENSG00000189299	0	0	0	0	0	0	0	0	0
ENSG00000189306	66.9	13	12.64	75.99	0	0	23	0	0
ENSG00000189308	42.07	145	14.05	51.89	2.69	0	0.53	0	158
ENSG00000189316	0	0	0	0	0	0	0	0	0
ENSG00000189319	327.39	17	229	2	61	0	0	0	474
ENSG00000189320	1	0	0	346	0	0	0	0	0
ENSG00000189325	0	0	1	1	0	0	260	0	3
ENSG00000189326	0	0	0	0	0	0	0	0	0
ENSG00000189332	22	0	13	16	0	0	1	0	3.03
ENSG00000189334	0	0	80	47	0	1	353	466	1570
ENSG00000189337	119	2	22	242	0	0	2	4	1
ENSG00000189339	388.11	275	177.2	853.65	25.73	182	744.42	305.5	154
ENSG00000189343	2.89	1	0	0	0	0	0	0	0
ENSG00000189348	0	0	0	0	0	0	0	0	0
ENSG00000189350	4.01	0	3.16	7.03	1	0	2.99	0	0
ENSG00000189357	0	0	0	0	0	0	0	0	0
ENSG00000189362	5	0	13	17	46.06	0	0	0	0
ENSG00000189366	0	0	0	0	0	0	0	0	0
ENSG00000189367	1	0	0	8.34	0	0	1.92	0	0
ENSG00000189369	32	0	4	0	0	0	0	0	60
ENSG00000189372	0	0	0	0	0	0	0	0	0
ENSG00000189375	0	0	0	0	0	0	0	0	0
ENSG00000189376	91	0	39	133.83	0	0	0	0	120
ENSG00000189377	0	0	0	0	0	0	0	0	0
ENSG00000189393	0	0	0	0	0	0	0	0	0
ENSG00000189398	0	0	0	11	0	0	0	0	0
ENSG00000189401	1.83	19.73	10.31	19.57	0	13.11	11.06	1	7.59
ENSG00000189403	1121.11	1874.08	1041.58	596.78	1430.16	1	149.81	471	5152.21
ENSG00000189409	0	0	0	21	0	0	0	0	0
ENSG00000189410	0	0	0	0	0	0	0	0	0
ENSG00000189419	0	0	1	0	0	0	0	0	0
ENSG00000189420	12	0	4	0	0	0	0	0	0
ENSG00000189423	0	0	0	0	0	0	0	0	0
ENSG00000189430	0	0	1	0	31	1	0	0	0
ENSG00000189431	0	0	0	137	0	0	0	0	0
ENSG00000189433	0	0	1	0	0	0	0	0	0
ENSG00000194297	0	0	0	0	0	0	0	0	0
ENSG00000194717	0	0	0	0	0	0	0	0	0
ENSG00000195024	0	0	0	0	0	0	0	0	0
ENSG00000195401	0	0	0	0	0	0	0	0	0
ENSG00000196071	0	0	0	0	0	0	0	0	0
ENSG00000196072	133	2	58.96	2.72	25.77	0	8	0	1
ENSG00000196074	0	0	0	0	0	0	0	0	0
ENSG00000196081	23.38	1.07	41.18	43.11	2.62	0	0	7.92	12.99
ENSG00000196083	897	1367	514	7	0	0	0	0	0
ENSG00000196085	0	0	0	0	0	0	0	0	0
ENSG00000196090	0	0	0	0	0	0	0	0	0
ENSG00000196091	0	0	0	0	0	0	85	0	0
ENSG00000196092	13	0	90	0	0	0	0	0	0
ENSG00000196096	3	0	14.69	2	21.31	3	0	0	68.19
ENSG00000196098	0	0	0	0	0	0	0	0	0
ENSG00000196099	0	0	0	0	0	0	0	0	0
ENSG00000196104	0	0	0	0	0	0	0	0	0
ENSG00000196109	0	0	0	0	0	0	0	0	0
ENSG00000196110	0	13	32.93	312	0	0	0	0	0
ENSG00000196114	0	0	0	0	0	0	0	0	0
ENSG00000196115	0	0	2	0	0	0	0	0	0
ENSG00000196116	204	2	2	18	0	0	0	0	0
ENSG00000196118	19.49	0	0	0	0	0	54	0	0
ENSG00000196119	0	0	0	0	0	0	0	0	0
ENSG00000196123	242	0	346	183	0	0	0	0	0
ENSG00000196126	9440.97	3	10939.37	12	0	0	1138.59	9	1
ENSG00000196131	0	0	2	1	3.99	0	0	0	0
ENSG00000196132	0	0	0	0	0	0	0	0	0
ENSG00000196136	2	0	0	8	0	0	0	0	0
ENSG00000196139	8	353	0	10	54	529	553	0	0
ENSG00000196141	289.63	0	92.86	1006.76	179.71	333	11	1756	2
ENSG00000196143	0	0	0	0	0	0	0	0	0
ENSG00000196150	5.02	0	29.27	25.08	12.91	0	0	64.95	24.89
ENSG00000196151	12	0	2	0	0	0	0	0	0
ENSG00000196152	24	0	0	6	0	0	0	0	0
ENSG00000196154	457	263	116	136	210	0	139	0	430
ENSG00000196155	0	0	0	65	5	0	0	0	0
ENSG00000196156	0	0	0	0	0	0	0	0	0
ENSG00000196159	1	520	0	2399	0	0	4	1281	0
ENSG00000196166	0	0	0	7.31	2	0	0	0	0
ENSG00000196167	3.06	0	0	16.99	584.35	0	263.56	13.87	1.01
ENSG00000196169	0	0	0	0	0	0	0	0	0
ENSG00000196171	0	0	0	0	0	0	0	0	0
ENSG00000196172	19.01	2.77	23.11	9.56	1	0	0	0	0.99
ENSG00000196177	46.02	3.98	44.96	66.58	118.8	20.82	248.11	0	261.42
ENSG00000196182	483	0	447	189	0	0	292	1	1051
ENSG00000196183	0	0	0	0	0	0	0	0	0
ENSG00000196184	0	0	0	0	0	0	0	0	0
ENSG00000196187	179	0	1210	1065	0	0	2515	1	5358
ENSG00000196188	0	0	0	0	0	7	103	0	0
ENSG00000196189	845	0	434	4	0	0	206	1	0
ENSG00000196196	5	0	0	0	0	0	0	0	1558
ENSG00000196199	939.92	2158.88	761.93	1098.61	4220.73	0	1044.38	1.07	14308.82
ENSG00000196204	24	0	26	8	453	0	139	0	0
ENSG00000196205	24.57	0	2.45	3.19	1.8	0	3.33	0	0
ENSG00000196208	14.85	2	24.33	68.8	2.03	5.49	297.84	125.31	49.51
ENSG00000196209	706.94	1	177.64	0	0	0	0	0	0
ENSG00000196214	141.82	0	9.01	53.25	2.45	1	0	7	5.04
ENSG00000196218	147	0	6	0	0	0	0	0	0
ENSG00000196220	145	0	4.14	99.77	61.02	18	0	2	19.95
ENSG00000196224	0	0	0	0	0	0	0	0	0
ENSG00000196227	54.01	0	34.15	52.51	4.79	18.56	3.07	0	0
ENSG00000196228	0	0	0	0	0	0	2	0	0
ENSG00000196230	4085.42	2581	1528.92	3206.86	0	2.57	1569.08	209.99	1142
ENSG00000196233	562	36	594	1169	56	109	385	25	111
ENSG00000196235	947	137	917	394.1	4899	2	1118	0	0
ENSG00000196236	173.17	342.7	37.53	41.83	22.79	0.76	8.99	5.52	1
ENSG00000196240	0	0	0	0	0	0	0	0	0
ENSG00000196242	0	0	0	0	0	0	0	0	0
ENSG00000196243	0	0	0	0	0	0	0	0	0
ENSG00000196247	56.16	0	71	1	621	0	0	0	0
ENSG00000196248	0	0	0	0	0	0	0	0	0
ENSG00000196260	0	0	0	0	0	0	0	0	0
ENSG00000196262	6733.19	7646	2991.94	6897.7	14682.02	1	13938	2797	13280.99
ENSG00000196263	35.72	9	21.62	98.71	13.99	0	3	0	55.68
ENSG00000196266	0	0	0	0	0	0	0	0	0
ENSG00000196267	1	0	0	17	0	0	102	0	0
ENSG00000196268	47.33	0	21.21	37.44	96.44	0	37.64	0	47.7
ENSG00000196273	0	0	0	0	0	0	0	0	0
ENSG00000196274	11.38	0	18.2	49.07	0	0	67.47	46.54	19.02
ENSG00000196275	7.42	0	26.64	41.98	1	2.5	4.37	0	7.52
ENSG00000196277	0	0	4	0	0	2.8	2	0.99	234
ENSG00000196284	18.13	0	0	10.72	0	0	12	0	0
ENSG00000196289	0	0	0	0	0	0	0	0	0
ENSG00000196290	35	0	39	38	0	0	0	0	2
ENSG00000196295	146.87	10.65	125.09	204.48	134.62	670	51.03	0.35	288.89
ENSG00000196296	0	0	0	0	0	0	0	0	0
ENSG00000196301	0	0	0	0	0	0	0	0	0
ENSG00000196302	0	0	11.62	0	0	0	0	0	0
ENSG00000196305	545	30	73	731	955	1	2	0	1975
ENSG00000196312	41.91	0	55	45	0	0	39	0	0
ENSG00000196313	2269.65	1141.44	425.13	1074.64	17	2	931.46	2709.97	397.44
ENSG00000196323	587	0	99	126	1229	0	16	0	38
ENSG00000196329	113	0	241	2	4741	0	0	1	195
ENSG00000196335	1	0	0	0	0	0	8	0	0
ENSG00000196337	0	0	0	0	0	0	0	0	0
ENSG00000196338	5	0	0	0	0	0	0	0	0
ENSG00000196341	0	0	0	0	0	0	0	0	0
ENSG00000196344	0	0	0	0	0	0	0	0	0
ENSG00000196345	0	4.07	4.49	23.26	0	0	0	1	0
ENSG00000196350	0	0	0	0	0	0	0	0	0
ENSG00000196352	11417	3263	4072	899	178	20028	2660	340	7164
ENSG00000196353	0	0	0	0	0	0	0	0	0
ENSG00000196357	0	0	3	3	0	0	0	0	0
ENSG00000196358	0	0	31	1.51	0	0	0	0	0
ENSG00000196361	0	0	0	0	0	0	0	0	0
ENSG00000196363	93	2	17	7	0	0	42	0	466
ENSG00000196364	0	0	0	0	0	0	0	0	0
ENSG00000196365	142	0	98	130	0	0	77	0	0
ENSG00000196366	0	0	0	0	0	0	0	0	0
ENSG00000196367	820	33	421	1046	63	616	484	525	17
ENSG00000196368	0	0	0	0	0	0	0	0	0
ENSG00000196369	601.33	1365	102.54	52.62	0	0	0	3.5	0
ENSG00000196371	47	0	10.06	123.37	0	0	1387.02	948	9
ENSG00000196372	31	18	2	38	0	0	20	0	0
ENSG00000196376	0	4.62	0	6.26	1.01	0	0	0	0
ENSG00000196378	2	0	4	165	1754	0	0	0	0
ENSG00000196381	3.39	0	0	0	0	0	0	0	0
ENSG00000196383	0	0	0	0	0	0	0	0	0
ENSG00000196387	100.33	0	2	54.61	0	0	1	0	0
ENSG00000196388	12	0	23	0	0	0	0	0	0
ENSG00000196390	0.98	0	0	0	0	0	0	0	0
ENSG00000196391	3.02	4.81	4	90.49	0	0	0	0	1156.01
ENSG00000196395	0	0	0	0	0	0	0	0	0
ENSG00000196396	1252.86	5	316	208.39	4830	1	38	0	27
ENSG00000196403	0	0	0	0	0	0	0	0	0
ENSG00000196405	1037.14	88	98	192	976	0	275.01	0	24.42
ENSG00000196406	0	0	0	0	0	0	0	0	0
ENSG00000196407	0	0	0	0	0	0	0	0	0
ENSG00000196408	0	0	0	0	0	0	0	0	0
ENSG00000196411	6	0	5.71	57	5.5	0	676	0	0
ENSG00000196415	1	0	0	0	0	0	0	0	0
ENSG00000196417	12.73	0	20.14	24.02	5.36	0	0	0	0
ENSG00000196418	184	1	8.12	227	0	0	2.5	0	1.19
ENSG00000196419	1079	1260	734	306	4	1	305	5	4451
ENSG00000196420	0	0	0	0	0	0	0	0	0
ENSG00000196421	0	0	0	8	0	0	0	0	0
ENSG00000196422	302	0	51	368	0	0	0	0	6
ENSG00000196427	0	0	0	0	0	0	0	0	0
ENSG00000196428	655.92	2231.68	317.19	694.26	17	46	162.85	156.85	2521.1
ENSG00000196431	0	0	0	0	0	0	0	0	0
ENSG00000196433	0	0	0	0	0	0	0	0	0
ENSG00000196436	0	0	0	3.64	0	0	0	0	1
ENSG00000196437	0	0	0	0	0	0	0	0	0
ENSG00000196440	45	0	10	76	0	0	0	20	0
ENSG00000196449	7	0	84	52	0	0	27	0	0
ENSG00000196453	42	0	0	148	0	0	2	0	0
ENSG00000196455	41	0	265	30	0	0	18	2	225
ENSG00000196456	0	0	0	9	0	0	0	0	0
ENSG00000196458	109.66	5.57	60.46	203.98	86.64	94.68	23.07	25.65	20.08
ENSG00000196459	11	2.42	185.1	73.37	2.2	0	119.98	3.1	1
ENSG00000196460	0	0	0	0	0	0	0	0	0
ENSG00000196465	55	0	31	205	0	0	0	0	0
ENSG00000196466	0	0	2.95	6.83	0	0	0	0	1
ENSG00000196468	0	0	0	0	0	0	0	0	0
ENSG00000196470	127.46	17.47	202.03	281.04	0	0	35	0	1
ENSG00000196472	0	0	0	0	0	0	0	0	0
ENSG00000196475	0	0	0	0	0	0	0	0	0
ENSG00000196476	20	0	0	35	0	0	0	0	0
ENSG00000196482	1.11	0	8.57	6.56	2.02	0	0	1.47	0
ENSG00000196497	71	2682.34	15	95	0	0	20	0	0
ENSG00000196498	1618	298	2581	2062	396	2	650	3684	871
ENSG00000196502	248.41	8.15	56.66	238	0.51	1	0.86	398.22	1200.97
ENSG00000196503	0	0	0	0	0	0	0	0	0
ENSG00000196504	813	156	367	317	468	39	573	1	47
ENSG00000196505	337	0	102	42	680	0	109	0	0
ENSG00000196507	238	1	0	265	0	2	11	0	0
ENSG00000196510	142	6	40	99	0	0	0	0	1463
ENSG00000196511	97	0	7	35	0	0	0	0	0
ENSG00000196517	0	0	12	236	0	0	0	0	0
ENSG00000196526	82	430	19	532	0	0	162	464	0
ENSG00000196531	3516.7	2569	1937.01	1475	3696	2	2350	19	2675
ENSG00000196534	0	0	0	0	0	0	0	0	0
ENSG00000196535	1260.91	226	617.22	659.94	707	3309	2109	655	2175
ENSG00000196539	0	0	0	0	0	0	0	0	0
ENSG00000196542	0	0	0	0	0	0	0	0	0
ENSG00000196544	0	0	13.26	0	2	0	0	0	0
ENSG00000196547	1107.32	34.32	676.86	224.24	9	3	34	0	2205.73
ENSG00000196549	609	6	32	475	0	0	2	13	0
ENSG00000196550	3	163	0	27.17	0	0	0	0	0
ENSG00000196553	0	0	0	0	0	0	0	0	0
ENSG00000196557	0	0	8	1078	0	0	0	28	0
ENSG00000196562	1419	5785	589	1873	0	1	66	4461	0
ENSG00000196564	3.27	0	0.64	4.31	0	0	0	0	3
ENSG00000196565	0	0	0	0	0	0	0	0	0
ENSG00000196566	8.23	0	16.59	14.98	5.02	0	14.67	13.31	2.21
ENSG00000196569	41	4547	3	532	322	0	17	328	0
ENSG00000196570	0	0	0	0	0	0	0	0	0
ENSG00000196576	754	0	286	825	0	170	1006	616	0
ENSG00000196578	0	0	0	0	0	0	0	0	0
ENSG00000196581	0	0	0	0	0	0	0	0	0
ENSG00000196584	2.04	1	21.71	46.34	0	0.84	4.17	2.02	0
ENSG00000196586	35	47	87.09	173	289	0	616	0	643
ENSG00000196588	557	17	163	456	0	0	518	5	41
ENSG00000196589	0	0	0	0	0	0	0	0	0
ENSG00000196591	134	308	7.69	239.99	0	0	154	0	26
ENSG00000196593	0	2	12	11	0	0	0	0	0
ENSG00000196597	0	0	0	1	0	0	0	33	0
ENSG00000196600	0	0	0	0	0	0	0	0	0
ENSG00000196604	0	0	0	0	0	0	0	0	0
ENSG00000196605	23	0	1	30	0	0	11	0	0
ENSG00000196611	0	0	125	1462	0	2	0	1418	0
ENSG00000196616	39	429	16	59	0	0	1	0	0
ENSG00000196620	0	0	1.17	0	0	0	0	0	0
ENSG00000196628	481.6	1636	193.58	2025.43	14.86	7	239	349.98	1
ENSG00000196632	0	0	0	4	0	0	5.63	0	0
ENSG00000196634	0	0	0	3.85	0	0	0	0	0
ENSG00000196636	42	0	19	0	0	0	0	0	0
ENSG00000196639	26	402	19	503.04	59	0	0	0	2427
ENSG00000196642	337.96	0	283.77	344.52	0	0	235.13	24.72	3
ENSG00000196646	0	1	0	13	50	0	202	0	0
ENSG00000196652	66	0	19	7	14.81	0	1	0	123
ENSG00000196653	0	0	0	0	0	0	0	0	0
ENSG00000196655	117.85	0	69.72	92.78	0	2	217	9.69	99
ENSG00000196656	548.71	91.66	116.06	136.57	0	0	308.96	0	709.6
ENSG00000196659	0	0	0	0	0	0	0	0	0
ENSG00000196660	0	0	0	0	0	103	0	0	0
ENSG00000196661	0	0	0	0	0	0	0	0	0
ENSG00000196663	157	501	172	738.7	0	0	51	0	0
ENSG00000196664	311.14	17.52	32.07	9.77	5.3	0	1.09	1.9	0
ENSG00000196666	0	0	0	0	0	0	0	0	0
ENSG00000196668	0	0	0	5	0	0	0	0	0
ENSG00000196670	102	0	15	83	29	0	11	0	0
ENSG00000196678	17	6	13.39	15	0	0	0	459	2
ENSG00000196683	712	560	198	193	0	4	345	0	0
ENSG00000196684	50	0	181	1	2201	0	0	0	1571
ENSG00000196689	13.46	5.25	18.84	23.76	7.01	22.39	7.01	1	1.35
ENSG00000196693	3	601	2.02	9	0	0	10	0	1
ENSG00000196696	9.51	3	317.48	379.83	2452	0	524.12	0	908.34
ENSG00000196700	0	0	34	0	0	0	1	0	0
ENSG00000196704	240	103	168.94	185	514	2	48	0	35
ENSG00000196705	35.83	84.94	230.7	73.84	637.87	8	73.97	1.08	2.46
ENSG00000196711	0	0	0	2	0	0	0	0	0
ENSG00000196712	910.71	282	588.5	849.19	221.2	2	420.99	21	1040.94
ENSG00000196715	252.13	1	502	131	2.48	0	4	1	73
ENSG00000196724	0	0	50	119	0	0	0	0	1
ENSG00000196730	2717	0	2693	0	0	0	123	6	1
ENSG00000196734	0	0	0	0	0	0	0	0	0
ENSG00000196735	10777.6	4	3882.77	0	0	0	657.63	7.54	0
ENSG00000196739	2	151	4	675	0	2	0	2443	0
ENSG00000196741	7	0	0	11	0	0	0	0	0
ENSG00000196743	3618	266	1334.97	257	1	0	224	2	1835
ENSG00000196747	0	0	0	4.95	0	0	0	0	0
ENSG00000196748	0	0	0	0	0	0	0	0	0
ENSG00000196754	17	0	0	0	0	0	0	0	0
ENSG00000196756	110	0	223	130	0	0	337	1	0
ENSG00000196757	22.99	14.95	21.74	4	3659	0	0	0	506
ENSG00000196758	0	0	0	0	0	0	0	0	0
ENSG00000196767	0	0	0	0	0	0	0	0	0
ENSG00000196772	0	0	0	0	0	0	0	0	0
ENSG00000196776	118	15	87	300	57	0	7	107	7
ENSG00000196778	0	0	0	0	0	0	0	0	0
ENSG00000196781	3	1	43	126	5919	3	714	2168	103
ENSG00000196782	671	0	352	87.37	0	257	8	874	2382
ENSG00000196787	4	0	67.73	38.49	0	1	1.37	796.6	0
ENSG00000196792	153	0	20	116	374	0	90	0	5
ENSG00000196793	0	0	0	4	0	0	0	0	0
ENSG00000196796	0	0	2.41	7.14	0	19.96	0	0	0
ENSG00000196800	0	0	0	0	0	0	0	0	0
ENSG00000196805	0	0	0	0	0	0	0	0	0
ENSG00000196810	27.59	0	1	134	2.29	0	5.36	0	0
ENSG00000196811	0	0	0	0	0	0	0	0	0
ENSG00000196812	52	0	10	35	0	0	0	0	0
ENSG00000196814	197	0	1	66	0	0	0	92	0
ENSG00000196821	1240.75	6	911	296	327	0	1018	0	53
ENSG00000196826	0	1	2.57	1.05	0	0	0.62	7.61	0
ENSG00000196832	0	0	0	0	0	0	0	0	0
ENSG00000196834	0	0	1.89	0	0	0	2.16	0	0
ENSG00000196839	13	116	18	8	0	0	0	0	0
ENSG00000196843	84	0	41	77	0	86	18	0	0
ENSG00000196844	0	0	0	0	0	0	0	0	0
ENSG00000196850	1044	3	455	5	0	0	1799	0	1
ENSG00000196859	0	0	0	0	0	0	30	0	0
ENSG00000196860	0	0	0	0	0	0	0	0	0
ENSG00000196862	0	0	2.18	0	0	0	0	0	0
ENSG00000196865	147	73	256	50	112	1	41	0	3
ENSG00000196866	0	0	0	8.64	0	0	0	0	0
ENSG00000196867	0	0	97	41	0	0	0	0	0
ENSG00000196872	29	0	0	39	0	0	24	0	0
ENSG00000196873	83.74	3.37	16.25	74.17	1	0	1.76	0	0
ENSG00000196876	0	0	8	77	113	0	0	0	0
ENSG00000196878	231	0	340	335	13	4453	70	4	24
ENSG00000196890	0	0	53.27	7.94	0	0	1	3.01	0
ENSG00000196893	0	0	0	0	0	0	0	0	0
ENSG00000196900	0	0	0	0	0	0	0	0	0
ENSG00000196911	241.26	130.61	509.21	936.16	1475.75	7366.18	311.11	494.51	1362.96
ENSG00000196912	113.78	5.74	253.37	219.32	35.69	0	4.38	19.61	130.11
ENSG00000196914	243.96	1836.79	411.73	1403.16	13.08	5.49	1051.93	1022.93	9766
ENSG00000196917	2	0	3.51	3.01	0	0	6.69	0	15.38
ENSG00000196922	114	3	10.45	62.81	0	0	3	0	0
ENSG00000196923	92	1	131	601	0	4	0	45	0
ENSG00000196924	4987	2397	3257	7107	212	13	791	2725	59
ENSG00000196932	0	0	26	13	0	0	0	0	0
ENSG00000196933	0	0	1	0	0	0	0	0	0
ENSG00000196935	209.05	407.88	46.73	488.45	4.52	0	580.48	17.51	2.5
ENSG00000196937	170.66	244.71	29.54	174.94	752.87	0	6	0	1623
ENSG00000196943	191.44	370.06	126.27	92.94	0	0	221	0	0
ENSG00000196944	0	0	0	0	0	0	0	0	0
ENSG00000196946	0	0	0	0	0	0	0	0	0
ENSG00000196950	37	69	77	54	2191	0	62	0	1
ENSG00000196951	0	0	14	0	0	0	0	0	0
ENSG00000196954	430	491	751	403	558	1	1	0	17
ENSG00000196961	376	79	1258.12	144.02	78	0	382	0	4
ENSG00000196967	74.24	0	126.34	284.91	0	0	2403	0	536
ENSG00000196968	60	30	72	39	10.58	0	0	0	746
ENSG00000196970	0	0	0	0	0	0	0	0	0
ENSG00000196972	0	0	0	27	0	0	0	0	0
ENSG00000196975	260	507	159	89.5	0	1	1129	0	1480
ENSG00000196976	10	63	55	0	0	0	806	0	0
ENSG00000196979	0	0	0	1	0	42.42	0	0	0
ENSG00000196981	0	217	0	19	766	0	1	0	1
ENSG00000196990	0	0	0	0	0	0	0	0	0
ENSG00000196993	0	0	0	0	0	0	0	0	0
ENSG00000196998	218.06	0	299.53	210.88	409	1	406.8	16	24.64
ENSG00000197006	313.45	32	100.16	311.91	1.98	1	59	0	2
ENSG00000197008	5	0	0	21	0	0	318	0	0
ENSG00000197013	35	0	0	2	0	0	0	0	3
ENSG00000197016	5	0	25	12	0	0	0	0	1.53
ENSG00000197019	194	119	79	27	6	29	241	0	0
ENSG00000197020	68.62	2	22	131	0	0	1	0.18	297.52
ENSG00000197021	31.08	0	0	2.89	0	0	2.42	0	2180.83
ENSG00000197023	0	0	0	0	0	0	0	0	0
ENSG00000197024	12	2.91	13	37	0	1	0	0	0
ENSG00000197037	159	0	14	28	57	1	7	0	1
ENSG00000197038	0	0	0	0	0	0	0	0	0
ENSG00000197043	241	124	215	476	899	4	206	431	657
ENSG00000197044	0	0	8	114	62	0	0	0	0
ENSG00000197045	223	105	28	31	0	0	89	5	81
ENSG00000197046	33	0	0	0	0	0	0	0	0
ENSG00000197050	2	0	1	0	0	0	0	0	78
ENSG00000197054	3	0	30	0	0	0	0	0	1
ENSG00000197056	45	0	0	41	0	0	49	0	13
ENSG00000197057	0	0	0	0	0	0	0	0	0
ENSG00000197061	4	0	22	70	0	0	0	0	0
ENSG00000197062	1	0	17	236	0	0	0	0	0
ENSG00000197063	158	1	312	53	0	0	227	1	1
ENSG00000197067	5.94	0	0	0	0	0	0	0	0
ENSG00000197070	90	1	77	0	0	0	241	0	1
ENSG00000197077	1	122	104	986.27	36	0	505.55	0	835
ENSG00000197079	0	0	16	0	0	0	0	0	0
ENSG00000197081	3810	1713	581	919.37	3077	71	2099.76	1	1949
ENSG00000197083	1	1	0	0	0	0	0	23	0
ENSG00000197084	0	0	0	0	0	0	0	0	0
ENSG00000197085	0	0	0	0	0	0	0	0	0
ENSG00000197092	0	0	0	0	0	0	0	0	0
ENSG00000197093	32.55	7586	2040.46	3.66	0	0	3	0	0
ENSG00000197099	5.18	14.13	22	30.03	12.35	3.88	10.25	31.01	0
ENSG00000197102	2827	2119	1638	2224.93	5773	647	1406	3783	2712
ENSG00000197106	1	1	0	0	0	0	0	0	0
ENSG00000197110	0	0	0	0	0	0	0	0	0
ENSG00000197111	1371.94	1127	1244.99	1193.46	880	1	2689	1	5777
ENSG00000197114	17.64	0	76	142	2215	0	0	0	0
ENSG00000197119	79	0	471	116.67	0	1	1	0	0
ENSG00000197121	0	305	2.02	18.88	0	0	225	0	0
ENSG00000197122	296	0	349	256	0	1	123	0	0
ENSG00000197123	0	0	0	0	0	0	0	0	0
ENSG00000197124	0	0	5	0	1	0	2	0	0
ENSG00000197125	0	0	0	0	0	0	0	0	0
ENSG00000197128	8.5	0	13.71	3.56	0	0	0	0	3.79
ENSG00000197134	1	0	0	0	0	0	0	2	0
ENSG00000197136	239	1	214	573	369	0	526	296	436
ENSG00000197140	5	7.33	44.22	91.94	320.31	1	16.8	60.04	19
ENSG00000197142	294	2132	335	252	0	889	423	12	2036
ENSG00000197147	199.53	1	47.02	0	27	0	0	0	0
ENSG00000197149	0	0	0	0	0	0	0	0	0
ENSG00000197150	13	0	63	91.31	0	0	169	0	0
ENSG00000197153	0	0	46.11	107.34	0	0	0	0	0
ENSG00000197157	2027	378	834	976	3439	0	2638	2815	3476
ENSG00000197161	0	0	0	0	0	0	0	0	0
ENSG00000197162	1	0.58	36.48	206.17	0	0	0	0	83
ENSG00000197165	0	0	0	0	0	0	0	0	0
ENSG00000197168	0	0	2.14	1	0.96	0	4.03	0	0
ENSG00000197170	849	292	549	258	0	111	14	4	0
ENSG00000197171	0	0	0	0	0	0	0	0	0
ENSG00000197172	0	0	1	0	0	0	2353.46	0	127.07
ENSG00000197176	0	0	0	0	0	0	0	0	0
ENSG00000197177	0	0	0	0	0	0	0	0	4
ENSG00000197180	0	0	0	0	0	0	0	0	0
ENSG00000197181	0	0	4.96	3.9	11.49	0	19.92	431.42	2271.19
ENSG00000197182	12.73	0	15.99	31.58	2.36	0	32.52	8.7	0
ENSG00000197183	203.18	119	356	1100.23	217	0	1224	0	1
ENSG00000197185	0	0	0	0	0	0	0	0	0
ENSG00000197191	0	0	0	0	0	0	0	0	0
ENSG00000197208	15	0	0	8	0	0	88	0	0
ENSG00000197210	0	0	0	0	0	0	0	0	0
ENSG00000197213	0	0	0	0	0	0	0	0	0
ENSG00000197214	0	0	0	0	0	0	0	0	0
ENSG00000197217	242.25	676.64	471.65	117.02	158.43	2	355.25	9.92	17.96
ENSG00000197223	24	0	4	117	0	40.12	15	0	0
ENSG00000197226	272	699	373.47	341.02	0	3	350	1026	59
ENSG00000197233	0	0	0	0	0	0	0	0	0
ENSG00000197238	0	0	0	0	55.54	0	0	0	0
ENSG00000197241	0	0	0	0	0	0	0	0	0
ENSG00000197245	21.82	1.01	5.33	5.21	0	8.8	4.35	0	0
ENSG00000197249	9353	2	3543	253	0	0	1121	2	9
ENSG00000197251	0	0	0	0	0	0	0	0	0
ENSG00000197253	82.05	0	388.11	0	0	0	0	0	0
ENSG00000197254	0	0	0	0	0	0	0	0	0
ENSG00000197256	48.49	7007.92	37.28	1523.68	46.55	5	54.23	4761	33.68
ENSG00000197258	0	0	1.21	0	0	0	0	0	0
ENSG00000197261	3.32	2	1.38	21.52	0	0	1	0	0
ENSG00000197265	83	4	222	8.28	316.23	0	13	0	11
ENSG00000197272	0	0	0	0	0	0	0	0	0
ENSG00000197273	0	0	0	10	0	37	0	0	0
ENSG00000197275	0	0	0	2	2	0	0	0	0
ENSG00000197279	0	0	0	0	0	2012	65	0	690
ENSG00000197283	3	97	41	743	796	1	1	0	1300
ENSG00000197291	18.97	15.53	40.03	117.38	698.09	0	9.65	11.81	0
ENSG00000197296	46.99	0	23.67	166	7.65	2.03	15.95	22.18	0
ENSG00000197299	26.81	0	70.74	51.57	0.98	2.86	9.21	1.98	136.26
ENSG00000197301	0	0	214	25	0	0	0	0	0
ENSG00000197302	51	87	55	60	850	0	378	0	0
ENSG00000197308	0	0	0	0	0	0	0	0	0
ENSG00000197309	0	0	0	0	0	0	0	0	0
ENSG00000197312	274.57	43	61.31	343.64	187.4	0	66	811	3
ENSG00000197320	0	0	0	0	0	0	0	0	0
ENSG00000197321	527.14	1934	220.3	864.56	0	0	112.57	7	0
ENSG00000197322	0	0	0	0	0	0	0	0	0
ENSG00000197323	374	3382	424	222	2741.09	0	694	158	360
